,imagename,Channels,Height,Width,Zero_non_zero_pixel_ratio,minPixelValue,maxPixelValue,class
20657,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_2768.tif,13,64,64,0.0,7.0,4622.0,AnnualCrop
20851,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_971.tif,13,64,64,0.0,10.0,3519.0,AnnualCrop
20626,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_2526.tif,13,64,64,0.0,9.0,4615.0,AnnualCrop
21422,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_2996.tif,13,64,64,0.0,14.0,4486.0,AnnualCrop
21093,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_216.tif,13,64,64,0.0,12.0,5238.0,AnnualCrop
18861,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_1958.tif,13,64,64,0.0,7.0,5114.0,AnnualCrop
19731,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_335.tif,13,64,64,0.0,10.0,4963.0,AnnualCrop
18926,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_2638.tif,13,64,64,0.0,9.0,4722.0,AnnualCrop
20768,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_2321.tif,13,64,64,0.0,8.0,4660.0,AnnualCrop
20741,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_2970.tif,13,64,64,0.0,8.0,4266.0,AnnualCrop
19019,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_1755.tif,13,64,64,0.0,12.0,4070.0,AnnualCrop
20688,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_1191.tif,13,64,64,0.0,8.0,4235.0,AnnualCrop
19612,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_2679.tif,13,64,64,0.0,13.0,3812.0,AnnualCrop
20541,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_865.tif,13,64,64,0.0,9.0,4576.0,AnnualCrop
21238,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_2395.tif,13,64,64,0.0,10.0,4385.0,AnnualCrop
20429,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_2651.tif,13,64,64,0.0,11.0,3879.0,AnnualCrop
20887,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_346.tif,13,64,64,0.0,11.0,4809.0,AnnualCrop
18854,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_2278.tif,13,64,64,0.0,10.0,4279.0,AnnualCrop
20422,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_1200.tif,13,64,64,0.0,9.0,5349.0,AnnualCrop
21580,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_1389.tif,13,64,64,0.0,10.0,5048.0,AnnualCrop
19756,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_147.tif,13,64,64,0.0,10.0,4464.0,AnnualCrop
21184,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_283.tif,13,64,64,0.0,12.0,5383.0,AnnualCrop
19526,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_2658.tif,13,64,64,0.0,7.0,5282.0,AnnualCrop
19424,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_288.tif,13,64,64,0.0,12.0,3564.0,AnnualCrop
21512,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_1215.tif,13,64,64,0.0,9.0,5219.0,AnnualCrop
19865,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_2967.tif,13,64,64,0.0,9.0,4466.0,AnnualCrop
20260,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_1129.tif,13,64,64,0.0,9.0,3415.0,AnnualCrop
20232,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_2566.tif,13,64,64,0.0,9.0,4268.0,AnnualCrop
21396,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_634.tif,13,64,64,0.0,11.0,5115.0,AnnualCrop
20515,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_1072.tif,13,64,64,0.0,9.0,5338.0,AnnualCrop
20627,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_1856.tif,13,64,64,0.0,10.0,4096.0,AnnualCrop
21474,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_1559.tif,13,64,64,0.0,8.0,4693.0,AnnualCrop
20999,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_2453.tif,13,64,64,0.0,9.0,3400.0,AnnualCrop
18949,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_2101.tif,13,64,64,0.0,13.0,4579.0,AnnualCrop
21427,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_2084.tif,13,64,64,0.0,8.0,4699.0,AnnualCrop
20838,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_1504.tif,13,64,64,0.0,12.0,5265.0,AnnualCrop
19050,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_230.tif,13,64,64,0.0,12.0,4777.0,AnnualCrop
21414,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_912.tif,13,64,64,0.0,9.0,4222.0,AnnualCrop
20786,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_588.tif,13,64,64,0.0,9.0,5286.0,AnnualCrop
21078,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_293.tif,13,64,64,0.0,11.0,4952.0,AnnualCrop
20836,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_375.tif,13,64,64,0.0,10.0,3809.0,AnnualCrop
20842,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_2806.tif,13,64,64,0.0,12.0,4081.0,AnnualCrop
21500,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_395.tif,13,64,64,0.0,7.0,5116.0,AnnualCrop
21727,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_991.tif,13,64,64,0.0,8.0,5190.0,AnnualCrop
21655,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_226.tif,13,64,64,0.0,10.0,5367.0,AnnualCrop
19136,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_1138.tif,13,64,64,0.0,11.0,4827.0,AnnualCrop
21212,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_851.tif,13,64,64,0.0,12.0,4579.0,AnnualCrop
19399,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_659.tif,13,64,64,0.0,14.0,2827.0,AnnualCrop
20010,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_551.tif,13,64,64,0.0,9.0,4932.0,AnnualCrop
19821,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_2228.tif,13,64,64,0.0,10.0,4555.0,AnnualCrop
20090,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_1263.tif,13,64,64,0.0,11.0,3299.0,AnnualCrop
21069,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_1893.tif,13,64,64,0.0,10.0,4697.0,AnnualCrop
20376,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_1658.tif,13,64,64,0.0,11.0,5093.0,AnnualCrop
21618,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_1212.tif,13,64,64,0.0,10.0,4164.0,AnnualCrop
19381,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_225.tif,13,64,64,0.0,14.0,4047.0,AnnualCrop
19125,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_1104.tif,13,64,64,0.0,16.0,4788.0,AnnualCrop
19516,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_1362.tif,13,64,64,0.0,13.0,5118.0,AnnualCrop
21688,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_1340.tif,13,64,64,0.0,12.0,4339.0,AnnualCrop
19375,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_1815.tif,13,64,64,0.0,8.0,5287.0,AnnualCrop
19208,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_1030.tif,13,64,64,0.0,11.0,4844.0,AnnualCrop
19020,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_2341.tif,13,64,64,0.0,9.0,5011.0,AnnualCrop
19335,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_942.tif,13,64,64,0.0,13.0,4144.0,AnnualCrop
21584,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_451.tif,13,64,64,0.0,11.0,4977.0,AnnualCrop
21008,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_94.tif,13,64,64,0.0,8.0,5438.0,AnnualCrop
20129,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_1299.tif,13,64,64,0.0,11.0,3664.0,AnnualCrop
19899,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_2770.tif,13,64,64,0.0,11.0,5372.0,AnnualCrop
20240,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_2979.tif,13,64,64,0.0,13.0,4888.0,AnnualCrop
19836,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_378.tif,13,64,64,0.0,9.0,4768.0,AnnualCrop
20954,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_1255.tif,13,64,64,0.0,14.0,4477.0,AnnualCrop
21063,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_2858.tif,13,64,64,0.0,9.0,5335.0,AnnualCrop
21306,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_1929.tif,13,64,64,0.0,6.0,4692.0,AnnualCrop
19097,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_2251.tif,13,64,64,0.0,9.0,5076.0,AnnualCrop
18768,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_2953.tif,13,64,64,0.0,10.0,4391.0,AnnualCrop
19353,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_54.tif,13,64,64,0.0,12.0,5184.0,AnnualCrop
19958,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_2594.tif,13,64,64,0.0,11.0,4870.0,AnnualCrop
19361,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_1612.tif,13,64,64,0.0,9.0,4186.0,AnnualCrop
20460,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_2527.tif,13,64,64,0.0,8.0,5117.0,AnnualCrop
21677,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_340.tif,13,64,64,0.0,10.0,4322.0,AnnualCrop
21127,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_1870.tif,13,64,64,0.0,14.0,4453.0,AnnualCrop
19803,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_2614.tif,13,64,64,0.0,7.0,4739.0,AnnualCrop
18782,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_1877.tif,13,64,64,0.0,12.0,5151.0,AnnualCrop
20370,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_1006.tif,13,64,64,0.0,12.0,4469.0,AnnualCrop
19719,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_2252.tif,13,64,64,0.0,10.0,4093.0,AnnualCrop
19015,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_823.tif,13,64,64,0.0,13.0,4182.0,AnnualCrop
20718,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_2716.tif,13,64,64,0.0,12.0,5373.0,AnnualCrop
20014,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_656.tif,13,64,64,0.0,10.0,3790.0,AnnualCrop
21686,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_2206.tif,13,64,64,0.0,11.0,3793.0,AnnualCrop
21033,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_2533.tif,13,64,64,0.0,12.0,4102.0,AnnualCrop
20698,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_1998.tif,13,64,64,0.0,10.0,4928.0,AnnualCrop
21665,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_1836.tif,13,64,64,0.0,11.0,2489.0,AnnualCrop
21360,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_2762.tif,13,64,64,0.0,12.0,3954.0,AnnualCrop
19437,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_2475.tif,13,64,64,0.0,12.0,4992.0,AnnualCrop
21494,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_2112.tif,13,64,64,0.0,8.0,4880.0,AnnualCrop
19834,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_528.tif,13,64,64,0.0,13.0,5013.0,AnnualCrop
20508,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_993.tif,13,64,64,0.0,10.0,5044.0,AnnualCrop
19675,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_630.tif,13,64,64,0.0,11.0,5085.0,AnnualCrop
21742,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_2315.tif,13,64,64,0.0,12.0,5485.0,AnnualCrop
21193,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_2725.tif,13,64,64,0.0,12.0,5394.0,AnnualCrop
18780,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_1726.tif,13,64,64,0.0,9.0,3870.0,AnnualCrop
19715,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_1383.tif,13,64,64,0.0,10.0,3602.0,AnnualCrop
20372,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_2393.tif,13,64,64,0.0,8.0,4240.0,AnnualCrop
19444,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_1889.tif,13,64,64,0.0,10.0,4681.0,AnnualCrop
21444,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_12.tif,13,64,64,0.0,10.0,3617.0,AnnualCrop
20554,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_1862.tif,13,64,64,0.0,12.0,3989.0,AnnualCrop
20410,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_1992.tif,13,64,64,0.0,13.0,5253.0,AnnualCrop
18915,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_929.tif,13,64,64,0.0,11.0,4795.0,AnnualCrop
19579,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_200.tif,13,64,64,0.0,12.0,5263.0,AnnualCrop
20280,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_2791.tif,13,64,64,0.0,7.0,5381.0,AnnualCrop
21752,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_480.tif,13,64,64,0.0,11.0,3993.0,AnnualCrop
20421,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_1194.tif,13,64,64,0.0,10.0,5347.0,AnnualCrop
19190,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_235.tif,13,64,64,0.0,13.0,5324.0,AnnualCrop
21201,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_1378.tif,13,64,64,0.0,12.0,5247.0,AnnualCrop
21183,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_1339.tif,13,64,64,0.0,9.0,3623.0,AnnualCrop
21153,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_2848.tif,13,64,64,0.0,8.0,4883.0,AnnualCrop
21170,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_1019.tif,13,64,64,0.0,11.0,4337.0,AnnualCrop
21334,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_96.tif,13,64,64,0.0,9.0,3516.0,AnnualCrop
19699,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_1587.tif,13,64,64,0.0,8.0,5110.0,AnnualCrop
20970,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_1934.tif,13,64,64,0.0,9.0,4253.0,AnnualCrop
20168,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_973.tif,13,64,64,0.0,12.0,4219.0,AnnualCrop
19706,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_1305.tif,13,64,64,0.0,9.0,5278.0,AnnualCrop
21504,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_672.tif,13,64,64,0.0,37.0,4401.0,AnnualCrop
20176,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_1657.tif,13,64,64,0.0,11.0,5339.0,AnnualCrop
20946,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_218.tif,13,64,64,0.0,12.0,3940.0,AnnualCrop
20224,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_2856.tif,13,64,64,0.0,11.0,3991.0,AnnualCrop
19248,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_1144.tif,13,64,64,0.0,10.0,5063.0,AnnualCrop
20465,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_1771.tif,13,64,64,0.0,10.0,4603.0,AnnualCrop
21528,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_953.tif,13,64,64,0.0,11.0,5477.0,AnnualCrop
19767,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_655.tif,13,64,64,0.0,12.0,5041.0,AnnualCrop
19716,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_628.tif,13,64,64,0.0,10.0,4923.0,AnnualCrop
21004,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_2375.tif,13,64,64,0.0,7.0,4983.0,AnnualCrop
19784,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_2495.tif,13,64,64,0.0,11.0,5486.0,AnnualCrop
20383,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_1715.tif,13,64,64,0.0,9.0,5370.0,AnnualCrop
20771,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_2316.tif,13,64,64,0.0,9.0,4330.0,AnnualCrop
19288,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_1874.tif,13,64,64,0.0,7.0,4599.0,AnnualCrop
21526,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_88.tif,13,64,64,0.0,10.0,4037.0,AnnualCrop
19194,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_2550.tif,13,64,64,0.0,10.0,4298.0,AnnualCrop
20395,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_1631.tif,13,64,64,0.0,10.0,5163.0,AnnualCrop
21105,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_1762.tif,13,64,64,0.0,5.0,4325.0,AnnualCrop
19132,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_443.tif,13,64,64,0.0,12.0,4951.0,AnnualCrop
19421,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_294.tif,13,64,64,0.0,9.0,4546.0,AnnualCrop
20934,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_2555.tif,13,64,64,0.0,10.0,5267.0,AnnualCrop
21650,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_205.tif,13,64,64,0.0,8.0,5323.0,AnnualCrop
18953,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_1439.tif,13,64,64,0.0,10.0,5492.0,AnnualCrop
21731,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_1740.tif,13,64,64,0.0,10.0,4163.0,AnnualCrop
20324,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_558.tif,13,64,64,0.0,10.0,3968.0,AnnualCrop
18839,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_1481.tif,13,64,64,0.0,9.0,4895.0,AnnualCrop
21208,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_1643.tif,13,64,64,0.0,9.0,5005.0,AnnualCrop
21052,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_1772.tif,13,64,64,0.0,10.0,5422.0,AnnualCrop
19538,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_2932.tif,13,64,64,0.0,10.0,3989.0,AnnualCrop
19098,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_2744.tif,13,64,64,0.0,11.0,4177.0,AnnualCrop
18887,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_2619.tif,13,64,64,0.0,4.0,5432.0,AnnualCrop
19925,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_901.tif,13,64,64,0.0,12.0,5209.0,AnnualCrop
20197,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_2462.tif,13,64,64,0.0,9.0,5110.0,AnnualCrop
18918,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_758.tif,13,64,64,0.0,14.0,2949.0,AnnualCrop
18882,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_709.tif,13,64,64,0.0,12.0,3992.0,AnnualCrop
20973,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_555.tif,13,64,64,0.0,8.0,4249.0,AnnualCrop
20391,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_2720.tif,13,64,64,0.0,9.0,4608.0,AnnualCrop
19434,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_2096.tif,13,64,64,0.0,11.0,4708.0,AnnualCrop
19796,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_2767.tif,13,64,64,0.0,10.0,5199.0,AnnualCrop
19785,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_1529.tif,13,64,64,0.0,12.0,3831.0,AnnualCrop
20132,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_643.tif,13,64,64,0.0,9.0,5397.0,AnnualCrop
20890,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_1829.tif,13,64,64,0.0,13.0,5473.0,AnnualCrop
21091,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_841.tif,13,64,64,0.0,14.0,5037.0,AnnualCrop
20964,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_2871.tif,13,64,64,0.0,9.0,4381.0,AnnualCrop
20317,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_2523.tif,13,64,64,0.0,11.0,4657.0,AnnualCrop
21698,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_878.tif,13,64,64,0.0,9.0,5279.0,AnnualCrop
21519,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_2952.tif,13,64,64,0.0,13.0,5232.0,AnnualCrop
19074,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_2708.tif,13,64,64,0.0,13.0,4344.0,AnnualCrop
20899,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_492.tif,13,64,64,0.0,9.0,5300.0,AnnualCrop
18954,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_174.tif,13,64,64,0.0,10.0,3719.0,AnnualCrop
21300,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_2701.tif,13,64,64,0.0,12.0,3888.0,AnnualCrop
20544,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_2437.tif,13,64,64,0.0,9.0,5115.0,AnnualCrop
19283,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_2123.tif,13,64,64,0.0,8.0,4849.0,AnnualCrop
20314,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_2567.tif,13,64,64,0.0,11.0,4484.0,AnnualCrop
18796,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_481.tif,13,64,64,0.0,5.0,4591.0,AnnualCrop
20720,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_39.tif,13,64,64,0.0,13.0,5459.0,AnnualCrop
21595,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_1881.tif,13,64,64,0.0,10.0,4804.0,AnnualCrop
19384,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_1522.tif,13,64,64,0.0,10.0,4244.0,AnnualCrop
19120,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_800.tif,13,64,64,0.0,11.0,5272.0,AnnualCrop
19498,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_2132.tif,13,64,64,0.0,11.0,5145.0,AnnualCrop
19531,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_1615.tif,13,64,64,0.0,9.0,4613.0,AnnualCrop
18758,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_2373.tif,13,64,64,0.0,9.0,5278.0,AnnualCrop
20637,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_1666.tif,13,64,64,0.0,10.0,4130.0,AnnualCrop
21028,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_2963.tif,13,64,64,0.0,9.0,2807.0,AnnualCrop
20116,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_1974.tif,13,64,64,0.0,12.0,4613.0,AnnualCrop
20448,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_2334.tif,13,64,64,0.0,9.0,4038.0,AnnualCrop
21083,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_376.tif,13,64,64,0.0,14.0,4476.0,AnnualCrop
20862,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_1446.tif,13,64,64,0.0,13.0,5004.0,AnnualCrop
20952,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_1218.tif,13,64,64,0.0,9.0,4302.0,AnnualCrop
19214,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_2483.tif,13,64,64,0.0,10.0,4987.0,AnnualCrop
20722,../input/eurosat-dataset/EuroSATallBands/AnnualCrop/AnnualCrop_1028.tif,13,64,64,0.0,9.0,2981.0,AnnualCrop
